road_type,traffic_density,avg_speed,weather_condition,num_lanes,road_surface,lighting,accident_risk
Highway,453.3266984737046,104.56431203863204,Clear,2,Good,Night,0.538731165453256
Highway,232.02097900335923,85.1229519665661,Clear,3,poor,Daylight,
Highway,255.0315269098401,115.77446331172503,Clear,4,Fair,Daylight,0.26983712890240996
Urban,367.5915729666432,53.62965412697576,Rainy,2,poor,Night,
Highway,419.3781065171829,41.26781280096994,Rainy,1,poor,Night,
Rural,156.35423449769434,76.19752393137492,Foggy,3,Fair,Daylight,0.6023868630232375
Rural,347.60756294464795,73.78282791267486,Clear,2,poor,Daylight,
Highway,226.39911975011682,79.10239881953217,Rainy,4,Fair,Night,0.5882079177295174
Rural,215.9163158017826,54.75338626603488,Rainy,1,Fair,Night,0.6121220911236974
Highway,360.5116207732946,20.589694003678677,Rainy,3,poor,Night,
Highway,224.23247337017045,23.503165294061684,Clear,5,poor,Night,
Rural,205.74882507398343,86.38264614225129,Rainy,4,Good,Night,0.6053479012289964
Highway,426.1497836568091,72.32580481554814,Clear,5,Good,Night,0.5263403590124096
Rural,95.57425572395286,102.10112596512735,Clear,5,poor,Night,
Urban,354.1516802735948,50.04098587867969,Foggy,3,Good,Daylight,0.5966412556810478
Highway,161.92642720578107,101.54722372311751,Foggy,3,Good,Daylight,0.5078988853852007
Urban,56.97420882178564,62.549141345154325,Clear,3,Fair,Daylight,0.24872333694515522
Rural,125.0439209927114,29.669838554633724,Clear,5,poor,Daylight,
Urban,322.9976883991405,117.79115625906942,Clear,1,Good,Daylight,0.2245387005820421
Urban,369.1072361686718,71.19359291455199,Rainy,3,Good,Daylight,0.5468625498694752
Rural,59.47600260034402,82.94785139623463,Rainy,4,Good,Night,0.42554654828577176
Urban,66.39144948577407,87.07971864895678,Rainy,3,poor,Night,
Urban,456.1439516793289,56.241225222688065,Foggy,3,Fair,Night,1.0
Rural,82.98761815117393,94.75283198621374,Clear,3,poor,Night,
Urban,452.38197137745703,107.02664653510172,Rainy,5,Fair,Night,0.8089750041642816
Rural,152.6746611879076,58.71869764138588,Rainy,1,Good,Daylight,0.36451849236447714
Urban,383.00801007119577,85.70008866315482,Foggy,3,poor,Daylight,
Rural,189.37996202570542,95.71238239772094,Foggy,5,Fair,Daylight,0.6466734437879844
Rural,436.43841152413273,39.01258976890813,Clear,4,Good,Daylight,0.39401812362360045
Urban,365.20468944096103,53.25960843959675,Clear,1,Good,Daylight,0.43420501348380036
Urban,230.81605637076282,30.879584638095487,Rainy,5,poor,Daylight,
Urban,84.33610437833579,80.22084642482034,Rainy,2,Fair,Daylight,0.35459372491707647
Highway,379.71508274186317,100.09376958208561,Rainy,4,Good,Daylight,0.5636107414366759
Highway,327.5981401843317,81.08386565849337,Rainy,4,Good,Night,0.7369667130610481
Highway,51.310273025204935,37.978383097704395,Rainy,2,Good,Daylight,0.2717430947326749
Rural,54.2389351876004,74.63684910261374,Foggy,5,Fair,Night,0.7425162650567494
Urban,413.95683793671225,103.49341485264097,Clear,5,Fair,Night,0.6718298437649795
Rural,166.72988246083423,50.27247960782191,Foggy,4,Good,Night,0.7144953255668205
Highway,336.26015047762957,103.26515022526404,Clear,5,Fair,Daylight,0.4881653036410533
Urban,254.39648889436137,98.4623283769988,Clear,2,Good,Daylight,0.23850906353583506
Rural,438.54350653479526,22.17408078366749,Clear,5,Good,Daylight,0.5509053519756574
Urban,462.6325008961199,43.945481408550194,Foggy,4,Fair,Daylight,0.7393321328986711
Rural,498.5634707054843,74.29424057977258,Rainy,5,Fair,Daylight,0.6924735735485846
Urban,119.15786111326108,91.76173700192592,Clear,1,poor,Daylight,
Highway,438.33382091396396,108.05305256528293,Clear,2,poor,Night,
Highway,169.7096195279608,84.10423182678943,Foggy,2,Fair,Daylight,0.5488256298214413
Urban,315.86714370297847,58.03441712495391,Foggy,3,Fair,Daylight,0.6463343745331546
Rural,277.5977752411449,38.46272067373154,Rainy,5,Fair,Daylight,0.6192502949625779
Highway,58.094659207574445,96.00358554624314,Rainy,2,Fair,Daylight,0.3817693986013538
Highway,469.74707595774265,40.67815593241201,Clear,5,Good,Daylight,0.5071142733014543
Highway,85.2471748171483,89.54305214682498,Foggy,1,Good,Daylight,0.28099984322819527
Urban,359.69851373348115,38.121161737120744,Rainy,4,poor,Night,
Urban,403.2530762937179,29.105385030946444,Rainy,4,Fair,Daylight,0.7931118919773135
Rural,407.8795320714579,45.11002237065345,Rainy,3,poor,Daylight,
Rural,110.97253351798015,48.492980552511426,Foggy,3,Fair,Daylight,0.5973616113914297
Rural,251.40647772858745,84.72091344949101,Foggy,2,Fair,Night,0.7664451180209066
Urban,423.2429916952909,36.08833677420589,Foggy,2,Fair,Night,0.9014749250539817
Urban,186.2056446704396,113.03069129868882,Foggy,2,Good,Night,0.6326203384054893
Rural,260.4869039185986,75.43616863422734,Foggy,1,poor,Night,
Rural,172.7572517149306,69.09317308164654,Clear,3,Fair,Daylight,0.28692328896150443
Urban,258.59813804839587,63.46945143083677,Clear,3,poor,Daylight,
Rural,449.52706516679604,76.66013469501911,Foggy,4,poor,Daylight,
Highway,254.80590396474625,22.24469671617823,Clear,3,Good,Night,0.4861727898960486
Urban,300.1604076834442,119.00863745790825,Foggy,3,Good,Daylight,0.5740995466150952
Rural,231.7893274863876,75.7524376194266,Clear,1,Fair,Daylight,0.4664950221259896
Urban,257.05273244149646,23.51950021401778,Clear,2,poor,Night,
Highway,56.82838957088976,78.99776046995999,Rainy,1,Good,Daylight,0.18527701904067068
Urban,177.6854794822052,63.70787582896788,Foggy,5,poor,Night,
Urban,246.461774783821,22.403769666640887,Clear,4,poor,Daylight,
Urban,335.208639196728,112.4428752157473,Clear,4,Fair,Night,0.5294119876534842
Urban,252.52336874925146,21.056687207381334,Rainy,4,poor,Daylight,
Highway,202.01766949470382,77.78716768778213,Clear,2,Good,Night,0.41270964754141454
Urban,224.64443090487072,116.17907476262239,Rainy,2,Fair,Night,0.566881288419316
Urban,159.03199814020994,43.7604496983026,Clear,2,Fair,Night,0.5562246206734687
Rural,466.0224272483238,45.41790742435967,Rainy,4,Fair,Night,0.91368148208038
Urban,284.78445160591156,20.042312856015236,Rainy,4,Good,Night,0.7830028646912105
Rural,56.034254242455404,26.635117198798092,Foggy,4,Fair,Daylight,0.5827338768435077
Highway,58.750816288795974,24.488841157708812,Foggy,5,poor,Daylight,
Highway,487.8327357284187,102.26562836884254,Clear,5,Fair,Daylight,0.4845731591367338
Highway,149.65290111796025,103.6737569944919,Foggy,4,Good,Night,0.5942566686187677
Highway,412.5237299664416,92.67000841845227,Foggy,2,Good,Night,0.6913212158923444
Rural,76.22388570225851,55.27450125170921,Foggy,2,Fair,Daylight,0.5613217345033763
Urban,464.52323151254706,102.12544498888423,Clear,5,poor,Night,
Highway,443.48765165000526,73.9774520242882,Clear,5,Good,Daylight,0.5013150371246722
Urban,306.9919230955316,50.43102764799232,Foggy,4,Good,Daylight,0.6481186106683743
Rural,54.0493957774651,63.72767691143904,Foggy,4,Good,Night,0.5991908012801195
Rural,166.01489331050192,26.576776983457567,Clear,2,Fair,Daylight,0.3944199879820117
Rural,233.07019132930924,114.49086867499136,Foggy,3,Good,Night,0.6854034601369496
Highway,257.0288525364028,81.911641735184,Rainy,2,Good,Night,0.5156180103696771
Urban,183.9554413530674,93.12341449305728,Clear,2,Good,Night,0.3684751098599959
Urban,64.82654071048849,87.65833704198766,Clear,4,Fair,Daylight,0.32903396476627805
Urban,315.557332666944,86.77499845209806,Rainy,3,Good,Daylight,0.4542578701903178
Rural,285.86960046264016,21.726098549724007,Foggy,3,Good,Night,0.8416469908124642
Highway,177.35028594308497,72.53712797848466,Rainy,4,Fair,Daylight,0.626377903526031
Rural,67.08918540632294,102.17102286255341,Foggy,1,Fair,Night,0.5853471655939317
Rural,497.56738424987304,24.451885141159995,Foggy,4,poor,Daylight,
Urban,266.8937840718827,115.61656838882706,Clear,5,Good,Night,0.42849345600915223
Rural,390.20190879833467,62.41596830059892,Clear,3,Fair,Night,0.6646095180969922
Urban,253.54131577310096,48.98954920513712,Foggy,4,poor,Daylight,
Highway,69.42663088832364,73.18213616419428,Rainy,2,Good,Daylight,0.37258708843072974
Urban,189.32033528847504,100.12141878430363,Clear,2,Fair,Night,0.45319427918269406
Highway,194.04956345265552,67.47550617686376,Foggy,2,Fair,Daylight,0.49559947764271656
Urban,427.2588068220572,84.51056765863919,Clear,4,Good,Night,0.4730286578517267
Rural,344.40349009994344,69.99143878668599,Clear,1,Good,Daylight,0.35847466408439227
Rural,173.94345663776278,83.12722566411591,Clear,5,poor,Daylight,
Highway,485.48297959658873,33.80309151966365,Rainy,2,Good,Night,0.8271082125322035
Highway,194.69382457904211,23.866338617809994,Rainy,4,Good,Daylight,0.5482774792241653
Highway,499.20531162292417,33.69014056973927,Foggy,1,Good,Daylight,0.7041168450562346
Urban,498.27366192661844,48.58381446639288,Rainy,3,Fair,Daylight,0.6867427784413555
Urban,136.0447329860338,45.335606244810684,Foggy,3,poor,Daylight,
Highway,190.7335022847801,81.51753496606469,Foggy,5,poor,Daylight,
Rural,268.7198893180944,65.58894241342409,Clear,4,poor,Daylight,
Urban,348.84530201655093,23.881198102684703,Clear,4,Fair,Night,0.7459347474471152
Urban,287.62135205170966,23.48659063170256,Rainy,2,Good,Daylight,0.5585066828975004
Urban,486.2486611095156,29.058800212066576,Foggy,1,Fair,Daylight,0.8226724773638971
Highway,375.7951239060612,55.3081157400866,Foggy,5,poor,Night,
Highway,145.4201822223385,20.618295096372947,Clear,1,Good,Daylight,0.3439940486779972
Highway,97.29389759613724,69.39872654301404,Clear,5,Good,Night,0.3560958497559862
Highway,359.7805808192105,56.06696643093027,Clear,4,poor,Daylight,
Highway,121.30359808134334,75.54413024408264,Rainy,4,Good,Daylight,0.37999838924216706
Rural,404.4545781510894,92.08252280828007,Foggy,5,Fair,Daylight,0.7102090712083553
Rural,189.96650026715164,45.09728154798544,Foggy,1,poor,Night,
Highway,197.10196837502292,35.708364762890966,Foggy,3,Fair,Daylight,0.5899718054651145
Urban,54.85927657528038,47.80535559633876,Clear,3,Good,Night,0.3442041676179298
Highway,365.4550701927683,20.17631819519055,Rainy,2,poor,Daylight,
Rural,100.9713888791086,32.00129555257807,Rainy,2,Good,Daylight,0.35981390956561377
Rural,397.79625985858314,95.08303636863344,Clear,1,poor,Night,
Urban,271.34051986274307,42.28068424002851,Rainy,4,poor,Daylight,
Rural,402.9259167295561,119.42996338040386,Rainy,1,poor,Night,
Highway,312.7669426389836,36.783152136480915,Foggy,5,poor,Daylight,
Urban,87.09497240854584,98.87717155654934,Clear,3,poor,Night,
Highway,394.5435515173324,90.50444718255345,Clear,2,Good,Night,0.4417643864268277
Highway,81.40976820263738,52.21321428163076,Clear,1,poor,Night,
Urban,265.4157742561995,53.073914356596525,Clear,1,Fair,Daylight,0.38721152842437373
Highway,127.55714636523348,76.35515809671045,Foggy,5,poor,Night,
Rural,388.55083009004824,105.23740974825584,Rainy,4,Fair,Night,0.8213103676590388
Highway,460.21605251275696,58.61869441194644,Rainy,4,Good,Daylight,0.6632393364739345
Urban,299.3567735112234,26.117988091840655,Foggy,3,poor,Night,
Urban,287.21628243463124,57.44191769022967,Rainy,2,poor,Daylight,
Urban,393.78343834652804,40.73126732427414,Clear,4,Fair,Night,0.7632087374864311
Highway,52.28546583907725,113.92070170650175,Foggy,4,poor,Night,
Urban,462.9913891858223,89.72743463759475,Foggy,4,Good,Night,0.7999501952797778
Urban,138.85196769100926,25.083266421334862,Clear,1,Good,Night,0.3208423505886386
Highway,492.8534977218068,49.298853726260646,Clear,4,poor,Night,
Rural,381.314276582208,25.021596492080693,Clear,5,Fair,Night,0.6992251053540866
Highway,398.41301646530195,103.0016670374786,Rainy,3,Good,Daylight,0.4476714101413104
Urban,345.291341168123,110.62964019071609,Clear,4,poor,Daylight,
Urban,262.2484322533221,31.22796058390744,Foggy,2,Fair,Daylight,0.6842722449516446
Highway,307.2324620125245,64.02900460086961,Rainy,1,Fair,Daylight,0.5287864184298083
Rural,70.88129870680655,113.18832818364258,Rainy,5,Good,Daylight,0.2371717160386944
Urban,330.78177924440644,34.52116867146705,Foggy,3,poor,Daylight,
Urban,331.744145894171,49.19035906563148,Rainy,1,Good,Night,0.6782396365592229
Urban,451.0403588308143,50.42746501726559,Clear,5,Fair,Night,0.8215232395758006
Highway,277.5453608435987,23.005831220199852,Clear,1,Good,Night,0.5034005687559576
Urban,84.71496833872746,23.627323468999066,Clear,3,poor,Daylight,
Rural,187.78816421693654,115.27928270829129,Clear,3,Good,Daylight,0.2300393612473115
Urban,345.03323545144286,77.1092608986254,Rainy,4,Fair,Night,0.862056684775824
Urban,157.66648823815876,50.66483214286178,Foggy,2,Good,Night,0.7108337511665823
Rural,176.23751983493042,57.86746607065845,Rainy,4,Fair,Daylight,0.6065743513863949
Urban,419.21105736238405,91.48429288450242,Foggy,1,Fair,Daylight,0.6106623043491914
Highway,312.9438792932191,56.65172035546204,Foggy,4,Fair,Night,0.8451541817752869
Highway,278.8373442981076,42.77604030932883,Clear,3,Good,Daylight,0.41635928540067524
Highway,193.30338506261197,30.18373415997994,Rainy,3,poor,Daylight,
Rural,378.917616169865,92.89330117180371,Clear,3,Fair,Daylight,0.40484674805720944
Urban,179.4732955205132,38.05650166752247,Rainy,4,Good,Night,0.6337091830731441
Highway,381.6785829398788,26.96482699262976,Rainy,5,Fair,Daylight,0.7609689121731955
Rural,81.5456661203489,62.695444549647696,Clear,4,Good,Night,0.3606826285609435
Urban,439.04360371193764,23.957096181135377,Rainy,4,Fair,Night,0.9040127881839461
Rural,274.80490851916977,116.49980583428868,Clear,4,Good,Daylight,0.2589771048516127
Highway,247.3286075145365,82.72929675748398,Foggy,4,Fair,Night,0.7791646802387946
Highway,324.960535193866,35.26968104465608,Clear,3,Fair,Night,0.621075386984471
Highway,330.88643280332167,37.24540864484608,Rainy,2,Fair,Night,0.7703629128228223
Rural,109.415829600498,76.98284802728455,Rainy,4,poor,Night,
Rural,390.30511541729595,55.65657573377936,Foggy,4,Good,Night,0.8660685184769752
Highway,174.1677340775283,97.42667441877137,Foggy,2,poor,Night,
Rural,457.23284607646127,74.58064856189166,Foggy,4,Good,Daylight,0.6763759953875379
Highway,418.0327985366746,63.33338755249413,Clear,2,Fair,Daylight,0.4733310352342087
Highway,205.81971869063682,116.29802480652717,Clear,3,Good,Daylight,0.24181657393787567
Urban,413.4826819403215,59.0729056209689,Rainy,5,Good,Night,0.7312459880906526
Rural,210.37572468495688,60.061092379734355,Foggy,4,Fair,Daylight,0.6923780379373983
Highway,95.42645673621828,86.5772421060789,Foggy,5,Fair,Daylight,0.6222157650589499
Highway,482.84970742656856,100.94785841221682,Clear,4,Fair,Night,0.6760815482606034
Rural,343.670906846948,82.62149908585452,Rainy,1,Good,Night,0.5078672105167658
Urban,255.24478699816626,89.86102220544285,Foggy,1,Fair,Daylight,0.5521907622644231
Urban,228.99800818896784,57.29315685666111,Clear,3,Fair,Daylight,0.3591875729495664
Highway,196.1174004162188,67.94968364782596,Clear,5,Good,Daylight,0.24463069813430638
Rural,491.6514179431082,39.70350864679633,Foggy,5,poor,Night,
Urban,110.63626930890834,88.02464906985234,Foggy,2,Good,Daylight,0.4285993832228341
Rural,191.66227651425575,42.145194042670944,Rainy,2,Good,Daylight,0.30651779277598423
Rural,268.4739381271986,20.125679539381117,Foggy,4,Good,Night,0.8069809126028725
Highway,265.0997952744401,113.37621198067512,Clear,2,Fair,Night,0.42693240913047814
Urban,262.11491798352955,50.601524121455384,Foggy,2,Good,Night,0.7592697133567676
Highway,129.10271712367182,39.66320424660023,Foggy,5,poor,Daylight,
Urban,115.21963719927525,46.81467309657759,Rainy,1,Good,Night,0.5269516712167701
Urban,164.645413847879,53.04476976186476,Clear,5,Good,Night,0.47566719732655816
Urban,461.53676921092523,67.45464264481737,Foggy,2,Fair,Night,0.8634525381904312
Urban,100.87383552552956,26.935167101859662,Clear,4,Fair,Night,0.49526885546131405
Urban,390.84129651799617,25.267315620545087,Rainy,1,poor,Night,
Rural,390.8967769100171,49.29107655380726,Clear,2,Good,Daylight,0.4119786421232565
Highway,414.396681753768,49.576613119709585,Foggy,2,Good,Daylight,0.6585283216619334
Rural,448.97697004520995,31.764622781423505,Foggy,4,Good,Daylight,0.8069415462002081
Urban,168.3662798925186,60.47915943205342,Rainy,4,Good,Daylight,0.5180923559741002
Highway,151.05176117100336,48.40286682027823,Rainy,2,Good,Daylight,0.47501422526345133
Urban,259.4775499373659,22.60555527950701,Rainy,2,Good,Night,0.5892731712803289
Highway,169.29012593841628,108.57207804211107,Clear,5,Fair,Daylight,0.3222514290810256
Rural,380.4394950423984,108.60190180435904,Clear,3,poor,Night,
Highway,336.17280953364514,40.918225291347404,Clear,4,Good,Daylight,0.508271145710319
Highway,443.74445962369316,36.28722281643479,Clear,4,Good,Daylight,0.521383397168539
Highway,87.2322365691822,74.72927643469816,Rainy,5,Fair,Daylight,0.4130391217889338
Highway,461.78750001113366,83.07535029814309,Clear,1,Good,Night,0.41654272916285784
Highway,182.0068820015403,115.75425574470728,Clear,1,Fair,Daylight,0.31736209249261393
Urban,270.8124556671428,57.734845663981254,Clear,1,poor,Night,
Highway,247.37514617283966,81.82003428645584,Clear,4,Good,Daylight,0.2901719981854541
Highway,392.14024299699076,107.81810458043095,Rainy,3,poor,Night,
Rural,239.14998924432913,64.995378578085,Rainy,3,Good,Daylight,0.4036118969475201
Highway,474.59891554223424,32.2345751157326,Foggy,5,poor,Night,
Rural,456.14024718735897,57.744728582997425,Foggy,1,poor,Night,
Urban,442.4725183862779,33.65669267033004,Clear,1,Good,Daylight,0.427984173647348
Highway,82.06624969170255,21.66394642019503,Clear,2,poor,Daylight,
Rural,434.41612769927275,95.15530563490262,Rainy,5,Fair,Daylight,0.6864477367389378
Rural,401.7359504494447,43.84237004953555,Foggy,5,Fair,Daylight,0.8631078048473902
Urban,96.58082615275896,20.200704583897405,Clear,4,poor,Daylight,
Highway,98.33644644629985,107.2432357535145,Foggy,4,poor,Night,
Highway,95.52371518289353,64.37888384909058,Foggy,5,Fair,Daylight,0.5424776989696202
Rural,55.0996669420194,43.88598796332252,Foggy,3,Good,Daylight,0.5191822817468016
Highway,296.8854373375626,46.27899723554192,Rainy,5,Fair,Daylight,0.663799426427966
Rural,488.0274311462195,44.053789330505026,Clear,3,poor,Daylight,
Highway,247.4081163049071,39.455616118927196,Clear,4,Fair,Night,0.555878570128785
